index,cell_id,DL_TRAFFIC_VOLUME,UL_TRAFFIC_VOLUME,INTRA_FREQ_HO_SR_RATIO,RRC_SR_RATIO,CELL_AVAILABILITY_RATIO,UL_THROUGHPUT_RATIO,DCR_LTE_RATIO,CSSR_LTE_RATIO,DL_THROUGHPUT_RATIO,HOUR
2021-05-10 05:00:00,3.8447326973958944e+17,324375205272.0,27532470536.0,0.8,1.0,1.0,3.4748659351682094,0.0017590149516270891,0.999312005503956,5.603258218519494,5
2021-05-10 06:00:00,3.8447326973958944e+17,328420746008.0,26557997856.0,0.35294117647058826,0.9994899260392756,1.0,3.0698231046415443,0.0022230455724342353,0.9990922294843864,4.117409279443104,6
2021-05-10 07:00:00,3.8447326973958944e+17,325786863752.0,22231916224.0,0.8,1.0,1.0,3.291953649345396,0.0017821782178217825,0.997863247863248,6.642258314238176,7
2021-05-10 08:00:00,3.8447326973958944e+17,342923042552.0,20410119760.0,1.0,0.999719887955182,1.0,2.888714106308784,0.00020868113522537563,0.9995871180842281,6.490333929010438,8
2021-05-10 09:00:00,3.8447326973958944e+17,263388948208.0,12067633120.0,1.0,1.0,1.0,2.8947347271570565,0.00040379567938623063,1.0,15.945508495352376,9
2021-05-10 10:00:00,3.8447326973958944e+17,188234175224.0,9628376456.0,0.5,1.0,1.0,2.575259110792812,0.0004215851602023609,0.999791449426486,22.11562953962485,10
2021-05-10 11:00:00,3.8447326973958944e+17,181992660656.0,14024517960.0,1.0,1.0,1.0,4.596907156183971,0.00018328445747800584,0.9998175848230572,25.466579289007303,11
2021-05-10 12:00:00,3.8447326973958944e+17,224446145112.0,38894468064.0,1.0,1.0,1.0,10.867170206168757,0.0001823486506199854,1.0,19.536309343603765,12
2021-05-10 13:00:00,3.8447326973958944e+17,181428692368.0,13595799632.0,1.0,1.0,1.0,4.1488378034450255,0.0,0.9996322853465712,21.922201156565237,13
2021-05-10 14:00:00,3.8447326973958944e+17,149912151624.0,13337330360.0,1.0,1.0,1.0,5.248390567005875,0.00018656716417910448,0.9994483265906584,27.2895807728716,14
2021-05-10 15:00:00,3.8447326973958944e+17,148605042888.0,18825477088.0,1.0,1.0,1.0,6.288911318737406,0.0010812759055685711,0.9996460803397628,24.649433861991763,15
2021-05-10 16:00:00,3.8447326973958944e+17,191641631792.0,10148945096.0,1.0,0.9997637609260572,1.0,3.0373629107310207,0.0001820498816675769,1.0,19.48469533363488,16
2021-05-10 17:00:00,3.8447326973958944e+17,261981856632.0,11066852136.0,1.0,1.0,1.0,2.3422410864173733,0.0014713094654242274,1.0,12.40670514772547,17
2021-05-10 18:00:00,3.8447326973958944e+17,227516663696.0,29868338984.0,1.0,0.9998322710499832,1.0,5.1196733800366205,0.001344628210299852,0.9996118514684952,14.863028143395514,18
2021-05-10 19:00:00,3.8447326973958944e+17,277295382088.0,21619904936.0,0.9827586206896552,0.9990850869167428,1.0,3.4868381274762137,0.0012816861293078895,0.9991768418164356,9.006291738702611,19
2021-05-10 20:00:00,3.8447326973958944e+17,284109332032.0,27777251408.0,1.0,1.0,1.0,3.847989089385504,0.001588447653429603,0.9991713851677944,6.613485071333853,20
2021-05-10 21:00:00,3.8447326973958944e+17,275471667240.0,25476236264.0,0.9791666666666666,0.9998026445628576,1.0,3.1865224096071474,0.002071005917159764,0.9995711222301644,5.659266885125699,21
2021-05-10 22:00:00,3.8447326973958944e+17,278080444544.0,26896877968.0,0.9245283018867924,0.9997818974918212,1.0,3.658499481532898,0.002199528672427337,0.9987838248707814,7.278790369162235,22
2021-05-10 23:00:00,3.8447326973958944e+17,288499427760.0,27061639768.0,1.0,0.99978696207925,1.0,3.6676884731769377,0.002820432466311501,0.9995500224988749,6.517427966776324,23
2021-05-11 00:00:00,3.8447326973958944e+17,287999506216.0,22437151848.0,0.9814814814814816,1.0,1.0,3.7185342910042873,0.0010893246187363835,0.9997372914751084,6.5823635368746976,0
2021-05-11 01:00:00,3.8447326973958944e+17,306116451680.0,21443174736.0,1.0,1.0,1.0,3.4001805791807747,0.0004893964110929854,0.9990507831039392,6.944733222134423,1
2021-05-11 02:00:00,3.8447326973958944e+17,321110641424.0,28770994624.0,1.0,0.999591670069416,1.0,3.7435618354391247,0.0012949640287769784,0.9997174742195224,4.9359216476793035,2
2021-05-11 03:00:00,3.8447326973958944e+17,302012094632.0,25606376832.0,1.0,1.0,1.0,3.2738745945661454,0.0022315202231520228,0.999318057828696,4.613926311076191,3
2021-05-11 04:00:00,3.8447326973958944e+17,320527719808.0,37234929584.0,1.0,0.9997545409916544,1.0,4.744759870917455,0.0016702856188408218,0.999835769420266,4.033115685151518,4
2021-05-11 05:00:00,3.8447326973958944e+17,331754882320.0,49132172448.0,0.9655172413793104,0.9997461928934009,1.0,5.485631695171452,0.0017382235355466716,0.9989694263139814,4.178946680335595,5
2021-05-11 06:00:00,3.8447326973958944e+17,325422244240.0,26949136824.0,1.0,1.0,1.0,3.561591703968004,0.0008157937673356176,0.9996762182289136,4.650406926177251,6
2021-05-11 07:00:00,3.8447326973958944e+17,320237148248.0,17876290280.0,1.0,1.0,1.0,2.6478945737056843,0.0008344459279038719,0.9991745088327556,7.0390967602906445,7
2021-05-11 08:00:00,3.8447326973958944e+17,329203674216.0,15377581240.0,1.0,1.0,1.0,2.8076024425300514,0.0006720430107526883,0.9998353096179184,8.462005504630456,8
2021-05-11 09:00:00,3.8447326973958944e+17,295239223392.0,20828518672.0,0.9375,0.9997597308986064,1.0,4.1522884279357655,0.001430615164520744,0.9998246536910398,11.552317594895673,9
2021-05-11 10:00:00,3.8447326973958944e+17,272253868840.0,10521009512.0,1.0,0.9997395833333332,1.0,2.7054979466191758,0.00019801980198019806,1.0,18.03886620176037,10
2021-05-11 11:00:00,3.8447326973958944e+17,279612805592.0,11205171928.0,1.0,0.9997469635627529,1.0,3.0871062701433285,0.00018964536317087047,0.999627004848937,18.562283786117455,11
2021-05-11 12:00:00,3.8447326973958944e+17,192907645968.0,7966224632.0,0.875,1.0,1.0,3.1806887650463502,0.0,0.999379363847944,23.437017667069878,12
2021-05-11 13:00:00,3.8447326973958944e+17,205028441792.0,9540842768.0,1.0,1.0,1.0,3.104945117646432,0.000642570281124498,0.9993610223642172,22.389887075781807,13
2021-05-11 14:00:00,3.8447326973958944e+17,223184952144.0,11355240640.0,1.0,1.0,1.0,3.364726493707543,0.00033534540576794097,0.9996673873274572,20.035967070484933,14
2021-05-11 15:00:00,3.8447326973958944e+17,227352055280.0,9642680752.0,1.0,1.0,1.0,3.2675613254580016,0.0011733154542406972,1.0,22.393777879888148,15
2021-05-11 16:00:00,3.8447326973958944e+17,213171968672.0,14376316640.0,1.0,0.9997808939526732,1.0,3.5704331807650838,0.0009724473257698539,0.9992030602486452,20.238918086926265,16
2021-05-11 17:00:00,3.8447326973958944e+17,260340246480.0,18744748096.0,1.0,1.0,1.0,2.9454523788912517,0.001975383680291749,0.9995541022592151,14.699210054697694,17
2021-05-11 18:00:00,3.8447326973958944e+17,296884716840.0,16477602400.0,1.0,0.9996581196581196,1.0,2.8024712173172337,0.0011090573012939,0.9995173745173744,10.769669085208998,18
2021-05-11 19:00:00,3.8447326973958944e+17,318406783776.0,21555105056.0,1.0,0.9998136414461424,1.0,2.6360432580047783,0.0016499381273202256,0.9998665955176094,4.2972789919791605,19
2021-05-11 20:00:00,3.8447326973958944e+17,314423887008.0,24900496504.0,1.0,0.9998070615473664,1.0,2.9706358250960543,0.002754022322075663,0.9994336684128556,4.04738000483108,20
2021-05-11 21:00:00,3.8447326973958944e+17,304739133880.0,21690099864.0,1.0,0.9998207564079584,1.0,2.9168446831148933,0.0019928258270227183,0.9993540886190416,5.851074220958031,21
2021-05-11 22:00:00,3.8447326973958944e+17,294000069992.0,21490491800.0,1.0,1.0,1.0,2.708592137233512,0.0020083009773731427,0.9996062992125984,3.844881855214098,22
2021-05-11 23:00:00,3.8447326973958944e+17,298886119160.0,30756780040.0,1.0,1.0,1.0,3.5044973113926927,0.0013827433628318586,1.0,5.102078384536977,23
2021-05-12 00:00:00,3.8447326973958944e+17,314117435272.0,27841941272.0,1.0,1.0,1.0,4.0883063379986515,0.000851063829787234,0.9993100593348972,5.703522015582412,0
2021-05-12 01:00:00,3.8447326973958944e+17,314027612424.0,25296350728.0,1.0,0.9995932479153956,1.0,3.6166104596158175,0.0012051822838204278,0.9997060552616108,4.3507354840544785,1
2021-05-12 02:00:00,3.8447326973958944e+17,321223252144.0,29135834904.0,1.0,1.0,1.0,3.4258221536264597,0.0011027095148078137,0.9998464373464372,3.626970374376694,2
2021-05-12 03:00:00,3.8447326973958944e+17,329283714264.0,24514133272.0,1.0,1.0,1.0,3.0251035235787795,0.002418014205833459,0.9997040982393846,3.6048354905427504,3
2021-05-12 04:00:00,3.8447326973958944e+17,325661073296.0,27346792408.0,1.0,1.0,1.0,3.3077903143282144,0.0018181818181818184,1.0,3.5868539585861483,4
2021-05-12 05:00:00,3.8447326973958944e+17,336429442888.0,25548464328.0,1.0,1.0,1.0,3.4555897142172447,0.0005095974180397486,0.9996666666666668,3.68720151318373,5
2021-05-12 06:00:00,3.8447326973958944e+17,332097931240.0,28682208424.0,0.8571428571428571,1.0,1.0,3.6285323385447072,0.001962183374955405,1.0,4.049304759427123,6
2021-05-12 07:00:00,3.8447326973958944e+17,328276037800.0,24688662728.0,1.0,1.0,1.0,3.609074050364201,0.0020676691729323306,1.0,3.994082100795172,7
2021-05-12 08:00:00,3.8447326973958944e+17,337947320480.0,22635769120.0,1.0,1.0,1.0,3.5654860364893364,0.00018730099269526128,0.9998147118769688,6.338106946989805,8
2021-05-12 09:00:00,3.8447326973958944e+17,302827341944.0,26416593056.0,0.8333333333333334,1.0,1.0,5.12975670945929,0.0006922810661128419,0.999658061207044,11.725428164619016,9
2021-05-12 10:00:00,3.8447326973958944e+17,270978760504.0,10864598176.0,1.0,0.9997606510292004,1.0,3.1692399011079835,0.0005464480874316941,1.0,19.7002081932294,10
2021-05-12 11:00:00,3.8447326973958944e+17,249112601448.0,9320068024.0,1.0,0.9997772828507796,1.0,2.8400052451710613,0.00033892560582952035,0.9996660544331274,18.567238083094896,11
2021-05-12 12:00:00,3.8447326973958944e+17,205595065504.0,9060162456.0,1.0,1.0,1.0,2.9831402180885314,0.0001504664459825459,1.0,23.545814434416624,12
2021-05-12 13:00:00,3.8447326973958944e+17,232292793456.0,8828416472.0,1.0,1.0,1.0,3.4129160988122584,0.00016542597187758478,0.9996718621821165,21.327505226790933,13
2021-05-12 14:00:00,3.8447326973958944e+17,205768845768.0,10096249128.0,1.0,1.0,1.0,3.79376885474632,0.0005308794903556894,0.9996487530734106,23.45650581174698,14
2021-05-12 15:00:00,3.8447326973958944e+17,238105101424.0,10205566376.0,1.0,1.0,1.0,3.035079777966469,0.0009950248756218905,0.9990181639666176,19.07637836992795,15
2021-05-12 16:00:00,3.8447326973958944e+17,288861476272.0,18540304760.0,1.0,0.999791449426486,1.0,3.3710691594183837,0.0013709063214013707,0.9996985227615316,12.285025464098485,16
2021-05-12 17:00:00,3.8447326973958944e+17,295609534032.0,36487005360.0,1.0,1.0,1.0,6.224529733717268,0.0007233796296296296,1.0,11.303446106872926,17
2021-05-12 18:00:00,3.8447326973958944e+17,274192185920.0,16708682624.0,1.0,0.999377819256494,1.0,3.272228650091888,0.0009188009647410131,0.9994378232516304,11.587437931890571,18
2021-05-12 19:00:00,3.8447326973958944e+17,316699969672.0,21160302216.0,1.0,1.0,1.0,3.1589486913325318,0.0024630541871921183,0.9989676531314522,5.912353004888755,19
2021-05-12 20:00:00,3.8447326973958944e+17,307806443440.0,25970110336.0,1.0,0.999826869806094,1.0,2.8306576659602327,0.0016426585797321206,0.9997565725413826,6.127961877340372,20
2021-05-12 21:00:00,3.8447326973958944e+17,305161949624.0,25439552144.0,1.0,0.9994931576279776,1.0,2.771905975810089,0.0033202164289227744,0.9995265151515152,5.192097356346668,21
2021-05-12 22:00:00,3.8447326973958944e+17,294234396608.0,28143834128.0,1.0,0.999278369114198,1.0,2.938043511187601,0.001314060446780552,0.9989838689190904,6.138327899493432,22
2021-05-12 23:00:00,3.8447326973958944e+17,299940250592.0,42323748416.0,1.0,0.9998066885752948,1.0,3.854742776050332,0.0005782017924255567,0.9994440583738708,5.395479105837286,23
2021-05-13 00:00:00,3.8447326973958944e+17,318300742744.0,28567622224.0,1.0,0.999211356466877,1.0,3.968075769340837,0.0010178857059764432,0.99929676511955,6.369646331914758,0
2021-05-13 01:00:00,3.8447326973958944e+17,314566174808.0,31310198280.0,1.0,0.9998177842565598,1.0,3.8891362048625964,0.0006734913793103449,0.9997397866250324,4.5983276237617225,1
2021-05-13 02:00:00,3.8447326973958944e+17,311718903168.0,43649968024.0,1.0,1.0,1.0,5.495943422176116,0.0011996800853105835,0.9996143463170072,4.7962542565333806,2
2021-05-13 03:00:00,3.8447326973958944e+17,321298404080.0,26073927312.0,1.0,0.9996135265700484,1.0,4.173426777685392,0.0018852679773767845,0.9996051072791892,5.474300373181527,3
2021-05-13 04:00:00,3.8447326973958944e+17,309818334320.0,31764298368.0,1.0,0.9996712148610882,1.0,5.426697549627364,0.00046767216181456796,0.9985012681577128,6.092898852341679,4
2021-05-13 05:00:00,3.8447326973958944e+17,171962029104.0,33808170928.0,1.0,0.9998696558915536,1.0,8.058117592213383,0.0013222516055912351,0.9996265870052278,23.178414468508354,5
2021-05-13 06:00:00,3.8447326973958944e+17,231305839144.0,47478497960.0,0.9866666666666668,1.0,1.0,6.935251450234418,0.0018145353834399765,0.9996299037749816,15.108921984160869,6
2021-05-13 07:00:00,3.8447326973958944e+17,247813027576.0,51762126984.0,1.0,0.999859747545582,1.0,5.800517517043892,0.002753697093319735,0.9997057958223008,9.83619609913268,7
2021-05-13 08:00:00,3.8447326973958944e+17,275594216448.0,48702508800.0,0.9919354838709676,0.9995427526291724,1.0,4.97191065413374,0.003838561087957885,0.999789429353548,7.804567279502216,8
2021-05-13 09:00:00,3.8447326973958944e+17,292478401320.0,38284720480.0,1.0,1.0,1.0,4.079868171969733,0.0020052770448548813,0.9994906794336356,6.189911506028872,9
2021-05-13 10:00:00,3.8447326973958944e+17,316657811768.0,30640490432.0,0.9767441860465116,0.9998357154591752,1.0,3.9490603292270032,0.002332905633967106,0.9997714546908923,5.087210361151487,10
2021-05-13 11:00:00,3.8447326973958944e+17,339521748112.0,27069441528.0,0.9523809523809524,1.0,1.0,3.451202723804642,0.0014043150772373293,0.9988669268538336,4.4729937275763785,11
2021-05-13 12:00:00,3.8447326973958944e+17,281483324296.0,22668734528.0,0.9375,0.9998218738867118,1.0,4.006269626479768,0.0008808355354221718,0.9996272365805168,12.921918456576133,12
2021-05-13 13:00:00,3.8447326973958944e+17,236439120800.0,25613180560.0,1.0,1.0,1.0,5.183792455043896,0.0008870865543023698,0.9996223564954684,18.629328462245358,13
2021-05-13 14:00:00,3.8447326973958944e+17,235779717808.0,18734335568.0,1.0,1.0,1.0,4.395815917447967,0.0012224938875305626,0.9997320830542532,21.783189742060355,14
2021-05-13 15:00:00,3.8447326973958944e+17,145437727464.0,17627895728.0,1.0,0.9998177842565598,1.0,4.062142370815328,0.0005233547036503991,0.9994837377387712,22.034256999498357,15
2021-05-13 16:00:00,3.8447326973958944e+17,213703050920.0,12617622008.0,0.9714285714285714,1.0,1.0,3.459917185978008,0.0012153621779290226,0.9998810797954572,21.093994686845054,16
2021-05-13 17:00:00,3.8447326973958944e+17,236449396824.0,11595443584.0,1.0,1.0,1.0,2.690454901631877,0.001055548225359546,0.9992295839753468,19.387692712763254,17
2021-05-13 18:00:00,3.8447326973958944e+17,216905675264.0,13595649664.0,1.0,0.9996696399074992,1.0,3.278068037494951,0.0017869907076483204,0.9990693345742204,19.177112658842105,18
2021-05-13 19:00:00,3.8447326973958944e+17,285511758416.0,21783642104.0,1.0,1.0,1.0,3.825928438400253,0.00204895934433301,0.999369615465434,10.138624675981903,19
2021-05-13 20:00:00,3.8447326973958944e+17,306067515664.0,45309041728.0,1.0,0.9996854356715948,1.0,4.684978529485633,0.0017706949977866313,0.9990257631521976,5.775481049082111,20
2021-05-13 21:00:00,3.8447326973958944e+17,312271624536.0,42313132296.0,0.987012987012987,0.9994747899159664,1.0,3.905949464100055,0.0012447099825740602,0.9992747491840928,3.9255029858195623,21
2021-05-13 22:00:00,3.8447326973958944e+17,316782107664.0,28349734032.0,0.9710144927536232,0.999829960891005,1.0,3.0685408760790067,0.0017123287671232876,0.9996429421566294,4.996533796809991,22
2021-05-13 23:00:00,3.8447326973958944e+17,306648976944.0,37898657664.0,0.989010989010989,0.9991652754590984,1.0,3.42200755394526,0.0016796457474423574,0.999268149882904,3.911716151320869,23
2021-05-14 00:00:00,3.8447326973958944e+17,316526091432.0,21944049392.0,1.0,1.0,1.0,2.7007272184454005,0.0007777259293824856,0.9997007332036508,5.078135528152732,0
2021-05-14 01:00:00,3.8447326973958944e+17,334210936464.0,31544423720.0,1.0,0.9932546374367622,1.0,4.7877774743873,0.0015166835187057635,0.9967469095640858,8.4054825191483,1
2021-05-14 02:00:00,3.8447326973958944e+17,331686835456.0,34343889088.0,1.0,0.999787279302276,1.0,5.229626459476148,0.0008660508083140878,0.9991521831284442,8.787280401020393,2
2021-05-14 03:00:00,3.8447326973958944e+17,306017981680.0,41083035968.0,1.0,0.9987293519695044,1.0,5.747813534373285,0.00034317089910775565,0.9983007646559048,7.360551863265573,3
2021-05-14 04:00:00,3.8447326973958944e+17,313509572816.0,29427580320.0,1.0,0.9970373746581586,1.0,4.375028854074673,0.0014195583596214511,0.996780622413,8.268437660740904,4
2021-05-14 05:00:00,3.8447326973958944e+17,314091775440.0,21903840128.0,1.0,1.0,1.0,3.3029596703412767,0.0012130401819560276,0.9994080213112329,8.519952902198781,5
2021-05-14 06:00:00,3.8447326973958944e+17,316564979784.0,24634573008.0,1.0,0.9996224990562476,1.0,3.516002112641937,0.001882985877605918,0.9985545335085414,10.343100110402037,6
2021-05-14 07:00:00,3.8447326973958944e+17,310947203176.0,20280451160.0,1.0,1.0,1.0,3.481568389556505,0.0015594541910331386,0.9991061167156174,8.086541297809783,7
2021-05-14 08:00:00,3.8447326973958944e+17,323227646576.0,22888272048.0,1.0,0.9988808058198098,1.0,2.8432936731872624,0.0014358438846103641,1.0,5.901908206928155,8
2021-05-14 09:00:00,3.8447326973958944e+17,339164206160.0,24554413104.0,1.0,1.0,1.0,2.986375392711122,0.0018002880460873739,0.9995271867612292,5.228445871620316,9
2021-05-14 10:00:00,3.8447326973958944e+17,325311477496.0,20510559864.0,1.0,1.0,1.0,2.9842823515475554,0.0007410151908114116,0.9993920233463036,5.426104013436715,10
2021-05-14 11:00:00,3.8447326973958944e+17,326054643752.0,19411551216.0,1.0,0.9994760740482012,1.0,3.021372077659871,0.000958543014617781,0.9996467263306642,7.810128508243759,11
2021-05-14 12:00:00,3.8447326973958944e+17,297317718936.0,20832698400.0,1.0,1.0,1.0,3.700058640837493,0.0011181513231457323,0.999636671914739,10.248334095625154,12
2021-05-14 13:00:00,3.8447326973958944e+17,302814884584.0,18250729976.0,1.0,0.9996396396396396,1.0,3.3182241888628137,0.0020720020720020717,0.9992467988953052,10.63463283853882,13
2021-05-14 14:00:00,3.8447326973958944e+17,293600834192.0,18488129376.0,1.0,1.0,1.0,3.62015361474712,0.0009993753903810119,0.9997561570348696,10.869697470392712,14
2021-05-14 15:00:00,3.8447326973958944e+17,304576009536.0,20600937120.0,1.0,0.9996729354047424,1.0,3.5533326862284422,0.0004778972520908005,0.9990667288847409,11.499309193338588,15
2021-05-14 16:00:00,3.8447326973958944e+17,302566332024.0,22202248408.0,0.9767441860465116,0.9996647670130742,1.0,3.604757269603197,0.0007512207336922499,0.9997578399321952,8.625034823932559,16
2021-05-14 17:00:00,3.8447326973958944e+17,246799990136.0,26643413032.0,1.0,1.0,1.0,5.802683043078841,0.0007051357386296862,0.9990948178320888,12.978790227183444,17
2021-05-14 18:00:00,3.8447326973958944e+17,255313894040.0,24421760824.0,1.0,0.9996642605338256,1.0,4.378505912732624,0.0010813408626697103,0.9996526571726294,15.713637945999704,18
2021-05-14 19:00:00,3.8447326973958944e+17,316102830800.0,28047736800.0,1.0,0.9996712689020382,1.0,3.533816970189384,0.002304147465437788,0.9994385807320908,6.081423398763193,19
2021-05-14 20:00:00,3.8447326973958944e+17,298410539936.0,24067765040.0,1.0,1.0,1.0,3.2685460689818164,0.0014913387633360099,0.9991103202846976,7.374411473159792,20
2021-05-14 21:00:00,3.8447326973958944e+17,275908858584.0,29556634272.0,1.0,1.0,1.0,3.896493192149317,0.0020087439442278148,0.9993104240891852,6.417026582495437,21
2021-05-14 22:00:00,3.8447326973958944e+17,312234777736.0,28167750312.0,1.0,1.0,1.0,3.381132090303565,0.0010579522745973904,0.9993097894857932,5.524448400093664,22
2021-05-14 23:00:00,3.8447326973958944e+17,311840635816.0,28750778624.0,1.0,1.0,1.0,3.2202194358265617,0.0015084852294154618,0.9991346272716034,5.468700977783334,23
2021-05-15 00:00:00,3.8447326973958944e+17,322784857520.0,45196480384.0,1.0,1.0,1.0,5.934755731727109,0.0021373610715303506,0.9997195344271492,6.484966416500938,0
2021-05-15 01:00:00,3.8447326973958944e+17,321814623432.0,39140933960.0,1.0,1.0,1.0,4.905012850436033,0.0007071135624381275,0.9988910451899086,6.545954214937037,1
2021-05-15 02:00:00,3.8447326973958944e+17,321745476544.0,34201174752.0,1.0,0.9995316159250586,1.0,4.481215653369366,0.0008114248620577733,0.9993603070526148,6.733849742038581,2
2021-05-15 03:00:00,3.8447326973958944e+17,327069533648.0,15971170752.0,1.0,1.0,1.0,3.3986388395877665,0.000494641384995878,0.9988643737832577,8.703733738414282,3
2021-05-15 04:00:00,3.8447326973958944e+17,345935477800.0,19860909280.0,0.96875,0.9997458703939008,1.0,3.2949162755577714,0.0009067827348567283,0.9991224991224992,6.141398840287862,4
