index,cell_id,DL_TRAFFIC_VOLUME,UL_TRAFFIC_VOLUME,Inter_X2_based_HO_prep,PDCP_SDU_Volume_DL,VoLTE_total_traffic,INTRA_FREQ_HO_SR_RATIO,RRC_SR_RATIO,Intra_eNB_HO_SR_total_RATIO,E_UTRAN_RRC_Conn_Stp_Failure_due_RRC_timer_expiry_RATIO,CELL_AVAILABILITY_RATIO,RACH_Stp_Completion_SR_RATIO,Total_E_UTRAN_RRC_Conn_Stp_SR_RATIO,UL_THROUGHPUT_RATIO,E_RAB_QCI1_DR_RATIO,DCR_LTE_RATIO,CSSR_LTE_RATIO,LTE_INTER_ENODEB_HOSR_RATIO,E_UTRAN_Inter_Freq_HO_SR_RATIO,Inter_RAT_HO_SR_GERAN_SRVCC_RATIO,Inter_RAT_Total_HO_SR_RATIO,E_UTRAN_tot_HO_SR_inter_eNB_X2_RATIO,DL_THROUGHPUT_RATIO,E_RAB_DR_RATIO,HOUR
2021-05-09 00:00:00,4.262775046883192e+17,37706587575.0,4053220721.0,522.0,37706587575.0,7433.0,0.9263157894736842,0.9999368188279892,0.9263157894736842,0.00012636234402148158,1.0,0.9561268763306114,0.9999368188279892,35.1865234375,0.005780346820809247,0.001865145633173567,0.999355697779305,0.9961685823754788,0.9515570934256056,1.0,0.7,0.9961685823754788,82.4161362216917,0.001865105183257428,0
2021-05-09 01:00:00,4.262775046883192e+17,38402210565.0,4654759202.0,522.0,38402210565.0,5125.0,0.3726461843409316,0.9996647363608656,0.3726461843409316,0.0002743066138372448,1.0,0.9588488221794296,0.9996647363608656,40.400390625,0.006578947368421052,0.0011781240957380846,0.998937040065413,0.9961685823754788,0.464406779661017,1.0,0.7647058823529411,0.9961685823754788,83.94761355963057,0.0011781240957380846,1
2021-05-09 02:00:00,4.262775046883192e+17,37737349164.0,4695686124.0,461.0,37737349164.0,8573.0,0.7790143084260731,0.9997618723635868,0.7790143084260731,0.00027214587018642,1.0,0.9577552472429742,0.9997618723635868,40.76953125,0.0,0.0007993787684999088,0.9988527466594682,0.9956616052060736,0.8180628272251309,1.0,1.0,0.9956616052060736,82.4038120646048,0.0007993787684999088,2
2021-05-09 03:00:00,4.262775046883192e+17,35313635981.0,4107166086.0,532.0,35313635981.0,7588.0,0.9876543209876544,0.9999657029186816,0.9876543209876544,6.859416263675961e-05,1.0,0.9485710876439352,0.9999657029186816,35.646484375,0.0,0.0007212657049790602,0.9993595315430716,0.9943609022556392,0.9898255813953488,1.0,1.0,0.9943609022556392,77.12414045030361,0.0007212657049790602,3
2021-05-09 04:00:00,4.262775046883192e+17,30847065628.0,3758099567.0,423.0,30847065628.0,3820.0,0.979683972911964,0.9996189605243104,0.979683972911964,0.0003048315805517452,1.0,0.9627071364526948,0.9996189605243104,32.6181640625,0.0,0.0009950509308963313,0.993878800244848,0.9880382775119616,0.9852941176470588,1.0,0.6666666666666666,0.9763593380614656,67.46699132581973,0.0009950509308963313,4
2021-05-09 05:00:00,4.262775046883192e+17,27873406450.0,3601820392.0,434.0,27873406450.0,1939.0,1.0,0.9998645108842924,1.0,0.00022581519284617472,1.0,0.9489062439289738,0.9998645108842924,31.26953125,0.0,0.0007479198479229643,0.9939852773954156,0.9884057971014492,1.0,0.9,0.8181818181818182,0.7857142857142857,60.92274710953287,0.0007479198479229643,5
2021-05-09 06:00:00,4.262775046883192e+17,33797794581.0,3658898249.0,318.0,33797794581.0,600.0,0.9750778816199376,0.9997754827121688,0.9750778816199376,0.0001796138302649304,1.0,0.9496994621955076,0.9997754827121688,31.7568359375,0.0,0.0007770455003309638,0.9995150477820568,0.9968553459119496,0.9807228915662651,1.0,0.75,0.9968553459119496,73.71592135079747,0.0007770455003309638,6
2021-05-09 07:00:00,4.262775046883192e+17,35923823334.0,2654367145.0,168.0,35923823334.0,2013.0,1.0,1.0,1.0,4.521408871004205e-05,1.0,0.9871070367114572,1.0,23.04296875,0.0,0.0003591309032142216,0.9988068961403092,0.9821428571428572,0.9917355371900828,1.0,1.0,0.9821428571428572,78.31176268777128,0.0003591309032142216,7
2021-05-09 08:00:00,4.262775046883192e+17,36232949318.0,3043295371.0,167.0,36232949318.0,421.0,1.0,0.9992538357505946,1.0,0.0006995289838175628,1.0,0.9834619625137816,0.9992538357505946,26.4130859375,0.0,0.0003247174957786725,0.9994856463175492,0.994011976047904,1.0,1.0,1.0,0.994011976047904,78.97664753194067,0.0003247174957786725,8
2021-05-09 09:00:00,4.262775046883192e+17,34532550296.0,2680531851.0,160.0,34532550296.0,651.0,1.0,0.9998128304711992,1.0,0.00018716952880071122,1.0,0.972963781669784,0.9998128304711992,23.263671875,0.0,0.0001940742657523612,0.9994522666494828,1.0,1.0,1.0,1.0,1.0,75.31930736795174,0.0001940742657523612,9
2021-05-09 10:00:00,4.262775046883192e+17,32738184123.0,1629327863.0,124.0,32738184123.0,212.0,1.0,0.9997631454287068,1.0,0.000236854571293226,1.0,0.9672556737291684,0.9997631454287068,14.1435546875,0.0,0.00034302963776070255,0.999217474142624,1.0,1.0,0.9825252632244289,0.8732727762059181,1.0,71.51422876342127,0.00034302963776070255,10
2021-05-09 11:00:00,4.262775046883192e+17,36274688417.0,1686004921.0,96.0,36274688417.0,1371.0,0.8769230769230769,0.9997137541147846,0.8769230769230769,0.0003339535327513001,1.0,0.982026501071413,0.9997137541147846,14.6328125,0.0,0.00024919013207077,0.999789088863892,1.0,0.8907103825136612,1.0,1.0,1.0,79.24791251449902,0.00024919013207077,11
2021-05-09 12:00:00,4.262775046883192e+17,28750080283.0,1555084312.0,94.0,28750080283.0,3085.0,0.7957244655581948,0.9997030375021212,0.7957244655581948,0.000254539283896148,1.0,0.9924189948433771,0.9997030375021212,13.4990234375,0.0,0.0004941779658399481,0.9995442530307174,0.9574468085106383,0.8076062639821029,1.0,1.0,0.9574468085106383,64.1868119438559,0.0004941779658399481,12
2021-05-09 13:00:00,4.262775046883192e+17,26765331252.0,1521756707.0,101.0,26765331252.0,1168.0,0.8452914798206278,0.9998403575989784,0.8452914798206278,0.00019955300127713922,1.0,0.9790744466800804,0.9998403575989784,13.2060546875,0.0,0.0006609575262946148,0.99980177833154,1.0,0.8603238866396761,1.0,0.8,1.0,58.99091439638907,0.0006609575262946148,13
2021-05-09 14:00:00,4.262775046883192e+17,28241226135.0,2525555148.0,114.0,28241226135.0,3043.0,0.9812206572769951,0.9998783010831204,0.9812206572769951,0.00012169891687963977,1.0,0.9857369255150554,0.9998783010831204,21.9189453125,0.0,0.0006247768654052124,0.9989082969432316,1.0,0.9849056603773584,1.0,1.0,1.0,62.76926073601156,0.0006247768654052124,14
2021-05-09 15:00:00,4.262775046883192e+17,27042057809.0,4066226219.0,170.0,27042057809.0,1829.0,0.9848484848484848,0.9997630331753554,0.9848484848484848,0.00023696682464454974,1.0,0.9499135856857229,0.9997630331753554,35.298828125,0.0,0.00035126749019378264,0.9993594596168404,0.9941176470588236,1.0,1.0,1.0,0.9941176470588236,60.74755256536788,0.00035126749019378264,15
2021-05-09 16:00:00,4.262775046883192e+17,33722870974.0,2068926866.0,316.0,33722870974.0,4654.0,1.0,0.9997511376564278,1.0,0.0002488623435722412,1.0,0.9601990049751244,0.9997511376564278,17.9560546875,0.0,0.0008942322022951961,0.9993603778690744,0.9936708860759492,1.0,1.0,0.9285714285714286,0.9936708860759492,74.21458728142451,0.0008942322022951961,16
2021-05-09 17:00:00,4.262775046883192e+17,35892001777.0,2454102996.0,439.0,35892001777.0,6495.0,1.0,0.9995650688123272,1.0,0.000403864674267607,1.0,0.9628218112040936,0.9995650688123272,21.3046875,0.006802721088435374,0.0012700189426554161,0.9991927774827404,0.9954441913439636,1.0,1.0,0.8,0.9954441913439636,78.45276470790343,0.0012700189426554161,17
2021-05-09 18:00:00,4.262775046883192e+17,32539834702.0,2826893038.0,503.0,32539834702.0,3241.0,0.997005988023952,0.9997851838212728,0.997005988023952,0.00024550420425949795,1.0,0.9823008849557522,0.9997851838212728,24.53515625,0.011627906976744186,0.0009742157563161656,0.9995705850778316,0.9900596421471172,0.991919191919192,1.0,0.9130434782608696,0.9900596421471172,72.29127076294044,0.0009741946657429858,18
2021-05-09 19:00:00,4.262775046883192e+17,34651003521.0,3051861834.0,441.0,34651003521.0,5259.0,0.7996422182468694,0.9996836444163241,0.7996422182468694,0.0003163555836760519,1.0,0.9624540175721278,0.9996836444163241,26.486328125,0.0,0.0008294706025859966,0.999258337719508,0.9954648526077098,0.8399433427762041,1.0,0.9565217391304348,0.9954648526077098,75.8577902004257,0.0008294706025859966,19
2021-05-09 20:00:00,4.262775046883192e+17,35297359527.0,3956891767.0,585.0,35297359527.0,10497.0,0.9493087557603688,0.9993371002872564,0.9493087557603688,0.0006628997127434577,1.0,0.9508456659619452,0.9993371002872564,34.3515625,0.0,0.0011829069939376016,0.9983270598076118,0.988034188034188,0.9646869983948636,1.0,0.7619047619047619,0.988034188034188,77.14751275778741,0.0011829069939376016,20
