index,cell_id,DL_TRAFFIC_VOLUME,UL_TRAFFIC_VOLUME,Inter_X2_based_HO_prep,VoLTE_total_traffic,INTRA_FREQ_HO_SR_RATIO,RRC_SR_RATIO,CELL_AVAILABILITY_RATIO,RACH_Stp_Completion_SR_RATIO,E_RAB_QCI1_DR_RATIO,DCR_LTE_RATIO,CSSR_LTE_RATIO,LTE_INTER_ENODEB_HOSR_RATIO,Inter_RAT_HO_SR_GERAN_SRVCC_RATIO,Inter_RAT_Total_HO_SR_RATIO,E_UTRAN_tot_HO_SR_inter_eNB_X2_RATIO,HOUR
2021-05-09 16:00:00,4.262775046883192e+17,33722870974.0,2068926866.0,316.0,4654.0,1.0,0.9997511376564278,1.0,0.9601990049751244,0.0,0.0008942322022951961,0.9993603778690744,0.9936708860759492,1.0,0.9285714285714286,0.9936708860759492,16
2021-05-09 17:00:00,4.262775046883192e+17,35892001777.0,2454102996.0,439.0,6495.0,1.0,0.9995650688123272,1.0,0.9628218112040936,0.006802721088435374,0.0012700189426554161,0.9991927774827404,0.9954441913439636,1.0,0.8,0.9954441913439636,17
2021-05-09 18:00:00,4.262775046883192e+17,32539834702.0,2826893038.0,503.0,3241.0,0.997005988023952,0.9997851838212728,1.0,0.9823008849557522,0.011627906976744186,0.0009742157563161656,0.9995705850778316,0.9900596421471172,1.0,0.9130434782608696,0.9900596421471172,18
2021-05-09 19:00:00,4.262775046883192e+17,34651003521.0,3051861834.0,441.0,5259.0,0.7996422182468694,0.9996836444163241,1.0,0.9624540175721278,0.0,0.0008294706025859966,0.999258337719508,0.9954648526077098,1.0,0.9565217391304348,0.9954648526077098,19
2021-05-09 20:00:00,4.262775046883192e+17,35297359527.0,3956891767.0,585.0,10497.0,0.9493087557603688,0.9993371002872564,1.0,0.9508456659619452,0.0,0.0011829069939376016,0.9983270598076118,0.988034188034188,1.0,0.7619047619047619,0.988034188034188,20
2021-05-09 21:00:00,4.262775046883192e+17,36941162367.0,4564094311.0,496.0,8191.0,0.8837675350701403,0.9996731540632892,1.0,0.9496522110338248,0.0,0.000924418721488716,0.9990475434558298,0.995967741935484,1.0,0.8235294117647058,0.995967741935484,21
2021-05-09 22:00:00,4.262775046883192e+17,36770871536.0,3855359485.0,583.0,14188.0,0.9933110367892976,0.9996392095914742,1.0,0.9321790279067712,0.0,0.0009104876799635804,0.9991035577551592,0.9948542024013722,0.96875,0.8947368421052632,0.9948542024013722,22
2021-05-09 23:00:00,4.262775046883192e+17,34129861204.0,3509945224.0,597.0,14341.0,0.8802177858439202,0.999509039450124,1.0,0.9593651859132644,0.00411522633744856,0.0015327603267301759,0.9990801954584649,0.9949748743718592,0.9230769230769232,0.75,0.9949748743718592,23
2021-05-10 00:00:00,4.262775046883192e+17,37459706730.0,3469577615.0,510.0,9418.0,0.9,0.99973270767129,1.0,0.949693190569647,0.0,0.0007575757575757576,0.998770531168956,0.9941176470588236,1.0,0.9090909090909092,0.9941176470588236,0
2021-05-10 01:00:00,4.262775046883192e+17,35919825467.0,3151455272.0,504.0,10657.0,1.0,0.99956746157617,1.0,0.9413374864316392,0.0,0.0011730427214591136,0.9991599462365592,0.9940476190476192,1.0,1.0,0.9940476190476192,1
2021-05-10 02:00:00,4.262775046883192e+17,36705633251.0,4494129554.0,444.0,6322.0,0.9979633401221996,0.9996203132415756,1.0,0.9432412849206988,0.006666666666666667,0.001102652728005259,0.9994557937039518,0.990990990990991,0.8888888888888888,0.7857142857142857,0.990990990990991,2
2021-05-10 03:00:00,4.262775046883192e+17,33668290567.0,3806602587.0,456.0,6505.0,1.0,0.9998359956702856,1.0,0.9640204467790676,0.0,0.0005761772853185597,0.9986019485342305,0.9978070175438596,1.0,0.9130434782608696,0.9978070175438596,3
2021-05-10 04:00:00,4.262775046883192e+17,33374059804.0,3290599215.0,325.0,3801.0,0.9966216216216216,0.9999660095173352,1.0,0.9909836832745764,0.0,0.0005414673765905604,0.9992829935021286,0.9907692307692308,0.8461538461538461,0.8461538461538461,0.9907692307692308,4
2021-05-10 05:00:00,4.262775046883192e+17,33053804758.0,3933595033.0,337.0,4285.0,0.9673913043478259,0.9998234400932235,1.0,0.9675373245968344,0.0,0.000581152075875215,0.9991696842493716,1.0,1.0,0.7272727272727273,1.0,5
2021-05-10 06:00:00,4.262775046883192e+17,35343699598.0,3547920467.0,337.0,4374.0,0.8874172185430463,0.9997346474601972,1.0,0.9861616897305172,0.01818181818181818,0.0007136704811123416,0.999512147526588,0.9881305637982196,0.625,0.5454545454545454,0.9881305637982196,6
2021-05-10 07:00:00,4.262775046883192e+17,34983423198.0,3329705880.0,282.0,1497.0,0.6027874564459931,0.9995725333229704,1.0,0.986260077111812,0.0,0.000286033751982734,0.9992226972405752,0.9822695035460992,1.0,1.0,0.9822695035460992,7
2021-05-10 08:00:00,4.262775046883192e+17,35785667037.0,2791566400.0,237.0,893.0,0.76,0.9997524139638524,1.0,0.9596513167573929,0.0,0.00028401829077792613,0.9994063268594692,1.0,1.0,0.8571428571428571,1.0,8
2021-05-10 09:00:00,4.262775046883192e+17,33820912663.0,2572230080.0,165.0,1421.0,1.0,0.9998721990287126,1.0,0.9775320004640552,0.0,0.0001475753372096455,0.999617748243112,0.993939393939394,1.0,0.9375,0.993939393939394,9
2021-05-10 10:00:00,4.262775046883192e+17,35516310416.0,2980467889.0,153.0,819.0,1.0,0.9997448437167764,1.0,0.9665207216728317,0.0,0.00021136542061718703,0.999278759466282,0.9934640522875816,1.0,0.9,0.9934640522875816,10
2021-05-10 11:00:00,4.262775046883192e+17,36211088022.0,3866845461.0,183.0,662.0,1.0,0.9998750052081165,1.0,0.9612502284774264,0.0,0.00042471862391165854,0.9988845005878983,1.0,0.9825252632244289,0.8732727762059181,1.0,11
2021-05-10 12:00:00,4.262775046883192e+17,35182800488.0,3250403627.0,148.0,715.0,1.0,0.999874340286504,1.0,0.9777315141826832,0.0,0.0006316359370770295,0.999401412666108,1.0,1.0,1.0,1.0,12
2021-05-10 13:00:00,4.262775046883192e+17,33731096308.0,2167569474.0,130.0,806.0,1.0,0.999879927956774,1.0,0.9721268707950022,0.0,0.0012936982520699173,0.9989135407136324,1.0,1.0,1.0,1.0,13
2021-05-10 14:00:00,4.262775046883192e+17,36004552244.0,1967631040.0,209.0,3371.0,1.0,0.9998420470699731,1.0,0.9658326324642555,0.0,0.00020086659588510432,0.998351054756354,1.0,1.0,1.0,1.0,14
2021-05-10 15:00:00,4.262775046883192e+17,43310415781.0,2812925232.0,239.0,1887.0,0.8041666666666667,0.9993375677044772,1.0,0.9576059050064184,0.0,0.00041225779854335576,0.9990201948723532,0.99163179916318,1.0,1.0,0.99163179916318,15
2021-05-10 16:00:00,4.262775046883192e+17,37664280081.0,2311972026.0,501.0,3010.0,0.8865671641791045,0.9995299331833596,1.0,0.9686517783291976,0.0,0.0006129039862332336,0.9990701999070201,0.998003992015968,1.0,0.875,0.998003992015968,16
2021-05-10 17:00:00,4.262775046883192e+17,37753031346.0,2613183272.0,664.0,5246.0,1.0,0.9996244619695526,1.0,0.953349985307082,0.0,0.001251788268955651,0.9990600583547103,0.993975903614458,1.0,0.9166666666666666,0.993975903614458,17
2021-05-10 18:00:00,4.262775046883192e+17,38362416070.0,3025886488.0,445.0,4070.0,0.9952941176470588,0.9997910447761194,1.0,0.9801518582656188,0.0,0.0013111529951651234,0.998925559519948,0.9842696629213484,1.0,0.7777777777777778,0.9842696629213484,18
2021-05-10 19:00:00,4.262775046883192e+17,36538054808.0,3980200916.0,528.0,4614.0,0.9327272727272728,0.9997482851928764,1.0,0.9857322000836004,0.008130081300813009,0.0010376359194967466,0.99847295864263,0.9943181818181818,1.0,0.8333333333333334,0.9943181818181818,19
2021-05-10 20:00:00,4.262775046883192e+17,33992495023.0,3510161452.0,621.0,11064.0,0.9974747474747476,0.9994689989067624,1.0,0.9373103358838024,0.0,0.0008491307024433737,0.9986792175936604,0.9919484702093396,1.0,0.9375,0.9919484702093396,20
2021-05-10 21:00:00,4.262775046883192e+17,37897391457.0,3147297058.0,582.0,10432.0,0.8936170212765957,0.999852293876104,1.0,0.9745274410116022,0.0,0.0012417384338073304,0.9990896316966494,0.9931271477663229,1.0,0.9444444444444444,0.9931271477663229,21
2021-05-10 22:00:00,4.262775046883192e+17,38282610610.0,2989165490.0,694.0,12516.0,1.0,0.9998403660937584,1.0,0.95376198207415,0.0036231884057971015,0.001649491850091343,0.9990894605053494,0.9942363112391932,1.0,0.90625,0.9942363112391932,22
2021-05-10 23:00:00,4.262775046883192e+17,39616754506.0,3472451158.0,519.0,10400.0,0.994413407821229,0.9995815082442876,1.0,0.9655704729382046,0.0,0.0013444373902976436,0.9988159331002202,0.9942196531791908,1.0,0.8888888888888888,0.9942196531791908,23
2021-05-11 00:00:00,4.262775046883192e+17,38247317536.0,4496271540.0,569.0,11736.0,0.8559139784946237,0.9995137160673933,1.0,0.9302594339622642,0.0,0.0009764708091562916,0.999367300606647,0.9982425307557118,0.9375,0.7894736842105263,0.9982425307557118,0
2021-05-11 01:00:00,4.262775046883192e+17,37842104862.0,4062286191.0,631.0,9692.0,0.9978070175438596,0.999707815924032,1.0,0.8910025825493452,0.0,0.0010584250635055038,0.9992203099743272,0.9968304278922344,1.0,0.9523809523809524,0.9968304278922344,1
2021-05-11 02:00:00,4.262775046883192e+17,35788479836.0,4334680438.0,507.0,8924.0,0.9956803455723542,0.9996337555318174,1.0,0.9582033021258436,0.00641025641025641,0.0011539762440062869,0.9987011453536428,0.990138067061144,0.9642857142857144,0.9333333333333332,0.990138067061144,2
2021-05-11 03:00:00,4.262775046883192e+17,34788745688.0,4338597811.0,466.0,5885.0,0.9940828402366864,0.999606725002458,1.0,0.9644243947007766,0.0,0.0012092430138733153,0.9984373304395008,0.9978540772532188,1.0,0.8888888888888888,0.9978540772532188,3
2021-05-11 04:00:00,4.262775046883192e+17,34673675076.0,3675128035.0,354.0,5247.0,0.7948717948717948,0.999612334801762,1.0,0.9865576977690828,0.0,0.0008056719303899452,0.9991341794071408,0.9887005649717514,1.0,1.0,0.9887005649717514,4
2021-05-11 05:00:00,4.262775046883192e+17,37225096934.0,4187204400.0,267.0,5146.0,0.9971988795518208,0.9996996610460376,1.0,0.9816808675445392,0.014285714285714284,0.0008828136124163462,0.999043788846078,0.99250936329588,1.0,0.8888888888888888,0.99250936329588,5
2021-05-11 06:00:00,4.262775046883192e+17,36735612524.0,3097157663.0,351.0,1926.0,1.0,0.9998138149320424,1.0,0.9823192496057108,0.0,0.0005948281259783358,0.9995658780117213,0.9829059829059827,0.9825252632244289,0.8732727762059181,0.9829059829059827,6
2021-05-11 07:00:00,4.262775046883192e+17,35957872931.0,2635631334.0,232.0,3333.0,0.9733333333333334,0.9998639887564038,1.0,0.9701318070055222,0.0,0.0004012469520664218,0.99954240390482,0.9827586206896552,0.8888888888888888,0.8888888888888888,0.9827586206896552,7
2021-05-11 08:00:00,4.262775046883192e+17,36021681016.0,2497124644.0,175.0,809.0,0.9698996655518396,0.9999070286351804,1.0,0.9799272416006848,0.0,0.0003916960438699569,0.9995816303543268,0.9942857142857144,1.0,1.0,0.9942857142857144,8
2021-05-11 09:00:00,4.262775046883192e+17,35102006162.0,2257652656.0,262.0,1370.0,1.0,0.9997945515059374,1.0,0.9810577070258688,0.0,0.00041767355828037833,0.9990567150100224,1.0,1.0,1.0,1.0,9
2021-05-11 10:00:00,4.262775046883192e+17,36583744311.0,2108264043.0,188.0,2770.0,1.0,0.9999162794591652,1.0,0.9846938775510204,0.0,0.0005227713029305946,0.9984218033931228,1.0,0.9825252632244289,0.8732727762059181,1.0,10
2021-05-11 11:00:00,4.262775046883192e+17,35349000351.0,1795786659.0,203.0,846.0,0.9955555555555556,0.9997502289567896,1.0,0.9875419433140572,0.0,0.0006829328863227169,0.9982576799633196,0.9901477832512317,1.0,1.0,0.9901477832512317,11
2021-05-11 12:00:00,4.262775046883192e+17,35483235737.0,1762643642.0,157.0,693.0,1.0,1.0,1.0,0.992565614087786,0.0,0.0005032265703629153,0.9985335953309676,0.9936305732484076,0.6666666666666666,0.6666666666666666,0.9936305732484076,12
2021-05-11 13:00:00,4.262775046883192e+17,34226645842.0,1991161991.0,228.0,1026.0,1.0,0.999839833426764,1.0,0.9784623368920522,0.0,0.0003595182455509617,0.9996178493738608,1.0,0.9825252632244289,0.8732727762059181,1.0,13
2021-05-11 14:00:00,4.262775046883192e+17,33356350247.0,2487636524.0,215.0,3654.0,0.953900709219858,0.9998413139207364,1.0,0.9732749021157368,0.0,0.0006725539505234223,0.9990763457930436,0.9953488372093025,1.0,1.0,0.9953488372093025,14
2021-05-11 15:00:00,4.262775046883192e+17,34571013221.0,2342613698.0,246.0,1926.0,1.0,0.99960688733391,1.0,0.9555708390646492,0.0,0.0005797101449275362,0.9995401902462856,1.0,1.0,1.0,1.0,15
2021-05-11 16:00:00,4.262775046883192e+17,36385896522.0,2786054581.0,327.0,3488.0,1.0,0.9997227612974772,1.0,0.9678266380949506,0.0,0.0009032100573660443,0.9992259500253984,0.9938837920489296,1.0,0.9,0.9938837920489296,16
2021-05-11 17:00:00,4.262775046883192e+17,38579933153.0,2876839959.0,481.0,6355.0,0.9392265193370166,0.9998191136569188,1.0,0.9765314240254576,0.0,0.0011579191140866124,0.9991948636429324,0.9896049896049895,1.0,0.8571428571428571,0.9896049896049895,17
2021-05-11 18:00:00,4.262775046883192e+17,33241384800.0,2799053825.0,470.0,8423.0,1.0,0.9997325567573992,1.0,0.9640428359258969,0.007092198581560284,0.0008526922197034294,0.9991999835894071,1.0,1.0,0.8666666666666667,1.0,18
2021-05-11 19:00:00,4.262775046883192e+17,33306475707.0,4275946923.0,564.0,6254.0,0.9972826086956522,0.9997120184308204,1.0,0.9615635919434108,0.0,0.0006821732720110907,0.9990874524714828,0.9858156028368794,1.0,0.9,0.9858156028368794,19
2021-05-11 20:00:00,4.262775046883192e+17,32625754550.0,3711767387.0,666.0,9769.0,0.7291666666666666,0.999793388429752,1.0,0.9590075240947179,0.0,0.002412783798750099,0.9980058651026392,0.9879879879879878,1.0,0.8461538461538461,0.9879879879879878,20
2021-05-11 21:00:00,4.262775046883192e+17,34652987354.0,3064423865.0,641.0,10116.0,0.3515392254220457,0.9998034811903423,1.0,0.9634333830033824,0.010101010101010102,0.0026132078993541643,0.9984831668516464,0.9968798751950078,0.9615384615384616,0.8125,0.9968798751950078,21
2021-05-11 22:00:00,4.262775046883192e+17,34763617733.0,3142133679.0,662.0,17215.0,0.4586776859504133,0.9992809012704078,1.0,0.975914056976028,0.0,0.0029456921483914733,0.9981639390569004,0.9848942598187312,1.0,0.9583333333333334,0.9848942598187312,22
2021-05-11 23:00:00,4.262775046883192e+17,36478136072.0,3698258477.0,593.0,13861.0,0.8457446808510638,0.9998344644926336,1.0,0.9594922710772412,0.0,0.0014389799635701275,0.9988111535413214,0.9865092748735244,1.0,0.9,0.9865092748735244,23
2021-05-12 00:00:00,4.262775046883192e+17,35006601564.0,3449210380.0,586.0,13324.0,0.9835526315789472,0.9997414238924324,1.0,0.9360115121717232,0.0049504950495049506,0.0014679808590547727,0.9988559639909976,0.9931740614334472,1.0,0.8947368421052632,0.9931740614334472,0
2021-05-12 01:00:00,4.262775046883192e+17,34851841237.0,3910749830.0,641.0,8335.0,1.0,0.999777981294924,1.0,0.9639201088123702,0.012295081967213116,0.0014078506196395161,0.9989217048029828,0.9937597503900156,1.0,0.8333333333333334,0.9937597503900156,1
2021-05-12 02:00:00,4.262775046883192e+17,36118935156.0,4740553775.0,565.0,8520.0,1.0,0.9996387609500588,1.0,0.9659553935234828,0.011299435028248588,0.001023048685081543,0.9989925129886806,0.9876106194690264,1.0,0.8461538461538461,0.9876106194690264,2
2021-05-12 03:00:00,4.262775046883192e+17,35644971067.0,4246575024.0,352.0,5457.0,1.0,0.9997974683544304,1.0,0.9711002989624246,0.0,0.0009775605421017553,0.998550629158706,0.9943181818181818,1.0,0.8333333333333334,0.9943181818181818,3
2021-05-12 04:00:00,4.262775046883192e+17,34726815648.0,4658847559.0,331.0,3857.0,0.9793814432989691,0.9994922937443336,1.0,0.9871900418217144,0.0,0.001242028327799938,0.9985598602356164,0.9939577039274924,1.0,1.0,0.9939577039274924,4
2021-05-12 05:00:00,4.262775046883192e+17,34735315772.0,4748158856.0,321.0,3902.0,0.9077306733167082,0.9993825366845852,1.0,0.9709318715740016,0.0,0.0009562514941429596,0.998910133390196,1.0,0.9,0.8181818181818182,1.0,5
2021-05-12 06:00:00,4.262775046883192e+17,31814774919.0,4778992227.0,321.0,3394.0,0.9160583941605841,0.9997526283240568,1.0,0.9679115102398425,0.0,0.000790255334223506,0.9987256656363538,0.9875389408099688,1.0,0.7142857142857143,0.9875389408099688,6
2021-05-12 07:00:00,4.262775046883192e+17,32072005642.0,4079161442.0,325.0,2186.0,1.0,0.9997041670188488,1.0,0.9850173023538806,0.0,0.0011687904444254394,0.9981441385709868,0.9876923076923076,1.0,0.6,0.9876923076923076,7
2021-05-12 08:00:00,4.262775046883192e+17,36327883976.0,2889184630.0,214.0,988.0,1.0,0.999824492124084,1.0,0.9819863289103338,0.0,0.0013364616435508302,0.9977399471675962,0.9859813084112149,1.0,0.9230769230769232,0.9859813084112149,8
2021-05-12 09:00:00,4.262775046883192e+17,37640164817.0,2624211194.0,227.0,1397.0,0.99581589958159,0.9996674288089794,1.0,0.9849531231914812,0.0,0.0003106028518989129,0.9989113747383112,0.9911894273127754,1.0,1.0,0.9911894273127754,9
2021-05-12 10:00:00,4.262775046883192e+17,35987069382.0,1830885674.0,173.0,4319.0,1.0,0.9998390406824677,1.0,0.9882825214277964,0.0,0.0005078147040568753,0.9992709735307312,1.0,0.9825252632244289,0.8732727762059181,1.0,10
2021-05-12 11:00:00,4.262775046883192e+17,39697330980.0,2252030605.0,172.0,465.0,1.0,0.999829125550002,1.0,0.9763779527559056,0.0,0.00015679879578524837,0.9993773737625304,0.994186046511628,0.9825252632244289,0.8732727762059181,0.994186046511628,11
2021-05-12 12:00:00,4.262775046883192e+17,35627754719.0,1905319801.0,175.0,1672.0,0.9246231155778896,0.9998284292699664,1.0,0.9814421852694936,0.0,0.0002205002205002205,0.9991268282034491,1.0,1.0,1.0,1.0,12
2021-05-12 13:00:00,4.262775046883192e+17,40304985215.0,2170362980.0,175.0,704.0,0.6246851385390428,0.9998865226765518,1.0,0.973200013604054,0.0,0.0006394750743737316,0.9994497936726272,1.0,1.0,1.0,1.0,13
2021-05-12 14:00:00,4.262775046883192e+17,38847107143.0,1717048596.0,173.0,741.0,0.9281045751633988,0.999785061794734,1.0,0.9844092256152558,0.0,0.0003906962206652254,0.9995606667528104,1.0,1.0,1.0,1.0,14
2021-05-12 15:00:00,4.262775046883192e+17,41226362981.0,2310151086.0,215.0,2316.0,0.7972027972027972,0.999929191007258,1.0,0.988606152677554,0.0,0.0007374256217260847,0.9991937921999396,0.9953488372093025,1.0,1.0,0.9953488372093025,15
2021-05-12 16:00:00,4.262775046883192e+17,42709429812.0,3071274825.0,344.0,5045.0,1.0,0.9996144826035276,1.0,0.9814522380774642,0.0,0.0009844721886606703,0.9992264851485148,0.994186046511628,1.0,1.0,0.994186046511628,16
2021-05-12 17:00:00,4.262775046883192e+17,38240700620.0,3903951514.0,652.0,5269.0,1.0,0.9996944020002778,1.0,0.9832592521016524,0.0,0.0009820770930518046,0.9988646727093377,0.9953987730061351,1.0,0.7142857142857143,0.9953987730061351,17
2021-05-12 18:00:00,4.262775046883192e+17,36791566432.0,3169006935.0,507.0,5815.0,1.0,0.9996518572078948,1.0,0.9816431924882628,0.0,0.0008551298496086852,0.998972137586726,0.9881656804733728,0.9473684210526316,0.8636363636363636,0.9881656804733728,18
2021-05-12 19:00:00,4.262775046883192e+17,32611491192.0,4188011251.0,623.0,8852.0,0.9540441176470588,0.9996899574396122,1.0,0.9807951070336391,0.0,0.0013672357152351836,0.9990840779094544,0.9807383627608348,1.0,0.8461538461538461,0.9807383627608348,19
2021-05-12 20:00:00,4.262775046883192e+17,31332879630.0,4749908497.0,821.0,14291.0,0.8296488946684005,0.9996074428829396,1.0,0.9671735946828884,0.00398406374501992,0.0020006898930665746,0.9986617427835749,0.9963459196102314,0.9393939393939394,0.7674418604651163,0.9963459196102314,20
2021-05-12 21:00:00,4.262775046883192e+17,33263958531.0,3748952967.0,732.0,14697.0,0.9264475743348984,0.9997270945493338,1.0,0.95514539733491,0.0,0.0029230693861554287,0.9980268856877024,0.9972677595628416,0.925925925925926,0.8620689655172413,0.9972677595628416,21
2021-05-12 22:00:00,4.262775046883192e+17,35412963951.0,4432795592.0,656.0,12396.0,1.0,0.9995866361912172,1.0,0.9478840521159478,0.003134796238244514,0.002829438880941027,0.9983856052412972,0.9939024390243902,0.9655172413793104,0.9333333333333332,0.9939024390243902,22
2021-05-12 23:00:00,4.262775046883192e+17,35080552384.0,3825224739.0,727.0,12616.0,0.9971264367816092,0.999464449658268,1.0,0.9458923814597764,0.0,0.001972122873282749,0.9986204404736488,0.9917469050894084,0.945945945945946,0.8974358974358975,0.9917469050894084,23
2021-05-13 00:00:00,4.262775046883192e+17,35258194577.0,3859607282.0,623.0,8858.0,0.997867803837953,0.999685303681947,1.0,0.9403367092517816,0.0,0.0011309309618053774,0.9994077934383512,0.9967897271268058,1.0,1.0,0.9967897271268058,0
2021-05-13 01:00:00,4.262775046883192e+17,34686986802.0,3779548953.0,585.0,7683.0,0.9878048780487804,0.9995277908946972,1.0,0.9464684189509784,0.004878048780487805,0.0019722775197227754,0.9989997271983267,0.9914529914529916,1.0,0.8,0.9914529914529916,1
2021-05-13 02:00:00,4.262775046883192e+17,36602889485.0,3950985750.0,490.0,6169.0,0.9641350210970464,0.999766784246276,1.0,0.9671039354187688,0.0,0.0011942675159235668,0.9990081036063856,0.9979591836734694,1.0,0.7142857142857143,0.9979591836734694,2
2021-05-13 03:00:00,4.262775046883192e+17,37832288537.0,4298206685.0,469.0,3436.0,0.9980732177263968,0.9995160900072586,1.0,0.98662749189961,0.0,0.0014122299110295154,0.9982127253951862,0.997867803837953,1.0,1.0,0.997867803837953,3
2021-05-13 04:00:00,4.262775046883192e+17,37449589827.0,4216706221.0,329.0,3226.0,1.0,0.9995385021097046,1.0,0.9714658212095172,0.0,0.0013777777777777775,0.9986618111618112,0.9939209726443771,0.7777777777777778,0.7777777777777778,0.9939209726443771,4
2021-05-13 05:00:00,4.262775046883192e+17,35485304697.0,5777627741.0,364.0,3670.0,0.9871134020618556,0.9996686455888444,1.0,0.9762681696825868,0.0,0.0008525465193861665,0.9993011365726266,0.9945054945054944,1.0,1.0,0.9945054945054944,5
2021-05-13 06:00:00,4.262775046883192e+17,34334219829.0,4703631679.0,723.0,5502.0,0.9721115537848606,0.999229064276766,1.0,0.9078609706392936,0.0,0.0011974327042820194,0.9985505191347228,0.995850622406639,1.0,1.0,0.995850622406639,6
2021-05-13 07:00:00,4.262775046883192e+17,34140529275.0,5552524498.0,710.0,10054.0,0.996116504854369,0.9995500359971202,1.0,0.9402333744426524,0.0,0.002008910812316016,0.9977010590847464,0.9957746478873241,1.0,0.8888888888888888,0.9957746478873241,7
