index;cell_id;DL_TRAFFIC_VOLUME;UL_TRAFFIC_VOLUME;Inter_X2_based_HO_prep;PDCP_SDU_Volume_DL;VoLTE_total_traffic;INTRA_FREQ_HO_SR_RATIO;RRC_SR_RATIO;Intra_eNB_HO_SR_total_RATIO;E_UTRAN_RRC_Conn_Stp_Failure_due_RRC_timer_expiry_RATIO;CELL_AVAILABILITY_RATIO;RACH_Stp_Completion_SR_RATIO;Total_E_UTRAN_RRC_Conn_Stp_SR_RATIO;Inter_RAT_HO_SR_UTRAN_SRVCC_RATIO;UL_THROUGHPUT_RATIO;E_RAB_QCI1_DR_RATIO;DCR_LTE_RATIO;CSSR_LTE_RATIO;LTE_INTER_ENODEB_HOSR_RATIO;E_UTRAN_Inter_Freq_HO_SR_RATIO;Inter_RAT_HO_SR_GERAN_SRVCC_RATIO;Inter_RAT_Total_HO_SR_RATIO;E_UTRAN_tot_HO_SR_inter_eNB_X2_RATIO;DL_THROUGHPUT_RATIO;E_RAB_DR_RATIO
09/05/2021 10:00;2.2265366483183206e+17;33544642155.0;2347266742.0;43.0;33544642155.0;1748.0;0.6714285714285714;0.9939818297552225;0.6714285714285714;0.006018170244777501;1.0;0.9292013399779827;0.9939818297552225;;20.3759765625;0.0;0.0010848033204414677;0.9960528170668672;0.627906976744186;0.5964912280701754;1.0;1.0;0.627906976744186;73.28696475104316;0.0010848033204414677
09/05/2021 11:00;2.2265366483183206e+17;34128429924.0;3581393435.0;16.0;34128429924.0;2854.0;0.963963963963964;0.9947259802797523;0.963963963963964;0.005274019720247649;1.0;0.9349220526144852;0.9947259802797523;;31.0830078125;0.0;0.0004774181227919412;0.9973831953563612;0.6875;0.9130434782608695;1.0;1.0;0.6875;74.82458609686199;0.0004774181227919412
09/05/2021 12:00;2.2265366483183206e+17;31189045495.0;4860743093.0;19.0;31189045495.0;3615.0;0.7777777777777778;0.996379705052441;0.7777777777777778;0.0035670553159772135;1.0;0.9283609981312521;0.996379705052441;1.0;42.1982421875;0.0;0.0007844162635638645;0.9971793091477175;0.631578947368421;0.6538461538461539;1.0;1.0;0.631578947368421;68.71470854157693;0.0007844162635638645
09/05/2021 13:00;2.2265366483183206e+17;29892362040.0;4735334127.0;14.0;29892362040.0;4473.0;0.6875;0.9931466822504383;0.6875;0.006906444243744356;1.0;0.9183949550974536;0.9931466822504383;;41.0986328125;0.0;0.00039731591029489667;0.9969598167077899;0.42857142857142855;0.5454545454545454;1.0;1.0;0.42857142857142855;65.5682048297483;0.00039731591029489667
09/05/2021 14:00;2.2265366483183206e+17;32733200359.0;5276591740.0;18.0;32733200359.0;2665.0;0.8111111111111111;0.9950017235436056;0.8111111111111111;0.004998276456394347;1.0;0.9273016801533912;0.9950017235436056;;45.796875;0.0;0.0008613264427217916;0.9967564989267828;0.3333333333333333;0.7702702702702703;1.0;1.0;0.3333333333333333;71.47482370262813;0.0008613264427217916
09/05/2021 15:00;2.2265366483183206e+17;36595366866.0;3500690158.0;34.0;36595366866.0;5659.0;0.6848484848484848;0.9940758293838863;0.6848484848484848;0.005924170616113744;1.0;0.9459192628345766;0.9940758293838863;1.0;30.3916015625;0.0;0.0008727272727272727;0.9980444701962773;0.7058823529411765;0.543859649122807;0.9166666666666666;0.8888888888888888;0.7058823529411765;79.8701365107176;0.0008727272727272727
09/05/2021 16:00;2.2265366483183206e+17;35887108538.0;2568795328.0;31.0;35887108538.0;2531.0;0.6923076923076923;0.992404117549394;0.6923076923076923;0.00759588245060601;1.0;0.899997556147511;0.992404117549394;;22.2939453125;0.0;0.0025071518112564687;0.9980451850664958;0.5483870967741935;0.5785714285714286;1.0;1.0384615384615385;0.5483870967741935;78.3754515567226;0.0025071518112564687
09/05/2021 17:00;2.2265366483183206e+17;38912720537.0;3906095173.0;25.0;38912720537.0;4585.0;0.8505747126436781;0.9893564962074871;0.8505747126436781;0.010561944376478264;1.0;0.9540765962317057;0.9893564962074871;;33.91015625;0.0;0.0022800684020520615;0.9988927904843251;0.64;0.7984496124031008;1.0;1.0;0.64;84.9610134530233;0.0022800684020520615
09/05/2021 18:00;2.2265366483183206e+17;38261765979.0;3187867023.0;26.0;38261765979.0;2479.0;0.7346938775510204;0.9932219235713451;0.7346938775510204;0.0068559853531222;1.0;0.948501317730729;0.9932219235713451;1.0;27.66796875;0.0;0.0020494310534687385;0.9982275463741099;0.6153846153846154;0.6548672566371682;1.0;1.0;0.6153846153846154;83.5829973864066;0.0020493683663169488
09/05/2021 19:00;2.2265366483183206e+17;35487237763.0;3720960838.0;25.0;35487237763.0;2700.0;0.7108433734939759;0.9949242636185605;0.7108433734939759;0.005075736381439591;1.0;0.9558469645740046;0.9949242636185605;;32.294921875;0.0;0.001142059513990229;0.9980758311778437;0.64;0.6140350877192983;1.0;1.0;0.64;77.58633047069901;0.001142059513990229
09/05/2021 20:00;2.2265366483183206e+17;36131053141.0;3961647537.0;101.0;36131053141.0;4223.0;0.8163265306122449;0.991145038167939;0.8163265306122449;0.0088113413304253;1.0;0.8842447275373612;0.991145038167939;1.0;34.390625;0.0;0.0014294679589986752;0.9974216926239504;0.7722772277227723;0.7874015748031497;1.0;1.0;0.7722772277227723;78.8664785758524;0.0014294181222326814
